CISR,CTI,candidate_template_contract,environment_id,external_null,final_deployment_value,harmful_promotion_rate,hf_cost,hf_queries,method,rounds,seed,source_status,source_trajectories,trajectory_id
1.0522545670219796,-0.1560328018001333,shared_update_noise_by_environment_seed_round,performative_control,False,0.0783048590652974,0.525,2560.0,80,pivot_voi,40,9110,,,performative_control|seed=9110|method=pivot_voi
0.0,0.0031896265416038183,shared_update_noise_by_environment_seed_round,performative_control,False,0.1981592347249231,0.575,10240.0,320,all_hf,40,9110,,,performative_control|seed=9110|method=all_hf
4.23219297417799,-2.5243001317077307,shared_update_noise_by_environment_seed_round,performative_control,False,-2.2176805643541875,0.575,0.0,0,proxy_only,40,9111,,,performative_control|seed=9111|method=proxy_only
1.489436483025964,-0.5941654754200218,shared_update_noise_by_environment_seed_round,performative_control,False,-0.37336555631607304,0.575,0.0,0,global_value,40,9111,,,performative_control|seed=9111|method=global_value
9.383236569781976,-1.338382292705548,shared_update_noise_by_environment_seed_round,performative_control,False,-1.118376645511349,0.5,2560.0,80,random_hf,40,9111,,,performative_control|seed=9111|method=random_hf
6.653741259223402,-2.2513953502089565,shared_update_noise_by_environment_seed_round,performative_control,False,-1.9353997565041077,0.525,2560.0,80,top_proxy_hf,40,9111,,,performative_control|seed=9111|method=top_proxy_hf
1.1255672064280449,-0.01839714088862368,shared_update_noise_by_environment_seed_round,performative_control,False,0.20157908117937834,0.575,2560.0,80,uncertainty_hf,40,9111,,,performative_control|seed=9111|method=uncertainty_hf
2.1946032032391662,0.00528778846542001,shared_update_noise_by_environment_seed_round,performative_control,False,0.20189205758382472,0.525,2560.0,80,paired_lucb,40,9111,,,performative_control|seed=9111|method=paired_lucb
0.41981336078026354,0.0014843675370152798,shared_update_noise_by_environment_seed_round,performative_control,False,0.19570351040085107,0.55,2560.0,80,global_voi,40,9111,,,performative_control|seed=9111|method=global_voi
1.0915812160488743,-0.00694947936586468,shared_update_noise_by_environment_seed_round,performative_control,False,0.19902381397094018,0.55,2560.0,80,pivot_h,40,9111,,,performative_control|seed=9111|method=pivot_h
2.3252167839767326,-0.08621860468956732,shared_update_noise_by_environment_seed_round,performative_control,False,0.17295300984187414,0.5,2560.0,80,pivot_voi,40,9111,,,performative_control|seed=9111|method=pivot_voi
0.0,-0.02823199419458705,shared_update_noise_by_environment_seed_round,performative_control,False,0.2093990322484451,0.575,10240.0,320,all_hf,40,9111,,,performative_control|seed=9111|method=all_hf
4.546578167923732,-2.5480519885239716,shared_update_noise_by_environment_seed_round,performative_control,False,-2.195446711801567,0.525,0.0,0,proxy_only,40,9112,,,performative_control|seed=9112|method=proxy_only
0.7784170506967171,-0.08646360877661341,shared_update_noise_by_environment_seed_round,performative_control,False,0.13761130691327397,0.525,0.0,0,global_value,40,9112,,,performative_control|seed=9112|method=global_value
5.67519948761646,-2.3601788494674714,shared_update_noise_by_environment_seed_round,performative_control,False,-1.9895619957680943,0.55,2560.0,80,random_hf,40,9112,,,performative_control|seed=9112|method=random_hf
6.884279548683571,-2.3993932166341625,shared_update_noise_by_environment_seed_round,performative_control,False,-2.091883873808589,0.55,2560.0,80,top_proxy_hf,40,9112,,,performative_control|seed=9112|method=top_proxy_hf
1.596495322111374,-0.027470905779246768,shared_update_noise_by_environment_seed_round,performative_control,False,0.18483946229147707,0.525,2560.0,80,uncertainty_hf,40,9112,,,performative_control|seed=9112|method=uncertainty_hf
1.1242785630748577,-0.0011267415745794124,shared_update_noise_by_environment_seed_round,performative_control,False,0.20621903029986485,0.55,2560.0,80,paired_lucb,40,9112,,,performative_control|seed=9112|method=paired_lucb
0.615279012756342,-0.07468031862479009,shared_update_noise_by_environment_seed_round,performative_control,False,0.14419654492018086,0.6,2560.0,80,global_voi,40,9112,,,performative_control|seed=9112|method=global_voi
1.678371857756404,-0.006064413847205671,shared_update_noise_by_environment_seed_round,performative_control,False,0.19582185873287486,0.525,2560.0,80,pivot_h,40,9112,,,performative_control|seed=9112|method=pivot_h
1.7467208490414563,-0.03392326414734616,shared_update_noise_by_environment_seed_round,performative_control,False,0.1970803054561904,0.525,2560.0,80,pivot_voi,40,9112,,,performative_control|seed=9112|method=pivot_voi
0.0,-0.007107740791486045,shared_update_noise_by_environment_seed_round,performative_control,False,0.21215555380596374,0.575,10240.0,320,all_hf,40,9112,,,performative_control|seed=9112|method=all_hf
4.436386431384559,-2.637822020167846,shared_update_noise_by_environment_seed_round,performative_control,False,-2.106260036660498,0.525,0.0,0,proxy_only,40,9113,,,performative_control|seed=9113|method=proxy_only
0.6671542091245395,-0.1768771952839006,shared_update_noise_by_environment_seed_round,performative_control,False,0.06776334299942326,0.575,0.0,0,global_value,40,9113,,,performative_control|seed=9113|method=global_value
8.377273114499046,-1.5527016879096038,shared_update_noise_by_environment_seed_round,performative_control,False,-1.2870203078412374,0.525,2560.0,80,random_hf,40,9113,,,performative_control|seed=9113|method=random_hf
7.512357348836208,-2.049618194723039,shared_update_noise_by_environment_seed_round,performative_control,False,-1.7423728619867376,0.525,2560.0,80,top_proxy_hf,40,9113,,,performative_control|seed=9113|method=top_proxy_hf
0.8103925254076605,-0.04946838233713308,shared_update_noise_by_environment_seed_round,performative_control,False,0.19073927341296412,0.6,2560.0,80,uncertainty_hf,40,9113,,,performative_control|seed=9113|method=uncertainty_hf
1.8622902175783946,-0.006217107168572364,shared_update_noise_by_environment_seed_round,performative_control,False,0.20248806191557436,0.525,2560.0,80,paired_lucb,40,9113,,,performative_control|seed=9113|method=paired_lucb
0.3482836789592531,-0.052262439132793326,shared_update_noise_by_environment_seed_round,performative_control,False,0.19123175366952538,0.575,2560.0,80,global_voi,40,9113,,,performative_control|seed=9113|method=global_voi
0.6965883876400879,-0.035831177418810034,shared_update_noise_by_environment_seed_round,performative_control,False,0.19856940093985886,0.6,2560.0,80,pivot_h,40,9113,,,performative_control|seed=9113|method=pivot_h
0.7899010533115283,-0.057638395252465335,shared_update_noise_by_environment_seed_round,performative_control,False,0.17861207704010582,0.55,2560.0,80,pivot_voi,40,9113,,,performative_control|seed=9113|method=pivot_voi
0.0,-0.041384931622316545,shared_update_noise_by_environment_seed_round,performative_control,False,0.19626744140287947,0.625,10240.0,320,all_hf,40,9113,,,performative_control|seed=9113|method=all_hf
4.607934393689986,-2.542868762509208,shared_update_noise_by_environment_seed_round,performative_control,False,-2.1670973452430404,0.55,0.0,0,proxy_only,40,9114,,,performative_control|seed=9114|method=proxy_only
1.2248931907978413,-0.13939956335709483,shared_update_noise_by_environment_seed_round,performative_control,False,-0.052146407559939344,0.575,0.0,0,global_value,40,9114,,,performative_control|seed=9114|method=global_value
8.679174631174154,-2.1779338099554875,shared_update_noise_by_environment_seed_round,performative_control,False,-1.8168524767528633,0.525,2560.0,80,random_hf,40,9114,,,performative_control|seed=9114|method=random_hf
7.725656771967579,-2.273329149576076,shared_update_noise_by_environment_seed_round,performative_control,False,-1.8622679220818446,0.525,2560.0,80,top_proxy_hf,40,9114,,,performative_control|seed=9114|method=top_proxy_hf
0.39194153908117724,-0.0009795872239542758,shared_update_noise_by_environment_seed_round,performative_control,False,0.1904746538751695,0.55,2560.0,80,uncertainty_hf,40,9114,,,performative_control|seed=9114|method=uncertainty_hf
0.6539778816483096,-0.0889351163261834,shared_update_noise_by_environment_seed_round,performative_control,False,0.17800178492519778,0.575,2560.0,80,paired_lucb,40,9114,,,performative_control|seed=9114|method=paired_lucb
0.4625581944378768,-0.036835573951002926,shared_update_noise_by_environment_seed_round,performative_control,False,0.1687139087858657,0.475,2560.0,80,global_voi,40,9114,,,performative_control|seed=9114|method=global_voi
