root,type,adaptation,calibration,cap,method,selected,n_queries,hands_used,gain,isr,gain_registered_draw,isr_registered_draw,stop_reason,queries
98005,exploiter,8,noisy_audit,8192,pivot_kg_menu_stop,8,8,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[7, 512, -1.1171875], [5, 512, -0.306640625], [6, 512, -0.37109375], [0, 512, -1.10546875], [3, 512, -0.890625], [4, 512, -0.353515625], [1, 512, -0.69140625], [2, 512, -0.2421875]]"
98005,exploiter,8,noisy_audit,8192,pivot_kg_fixed,8,1,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[7, 4096, -0.75390625]]"
98005,exploiter,8,noisy_audit,8192,pivot_kg_menu_unpaired,8,8,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[7, 512, -0.88671875], [0, 512, -0.90625], [6, 512, -0.244140625], [5, 512, 0.05078125], [5, 512, -0.7421875], [3, 512, -1.18359375], [1, 512, -0.60546875], [4, 512, -0.53125]]"
98005,exploiter,8,noisy_audit,8192,ivr_menu,8,8,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[0, 512, -1.10546875], [7, 512, -1.1171875], [6, 512, -0.37109375], [3, 512, -0.890625], [5, 512, -0.306640625], [4, 512, -0.353515625], [1, 512, -0.69140625], [0, 512, -1.82421875]]"
98005,exploiter,8,noisy_audit,8192,ivr_fixed,8,1,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[0, 4096, -1.534912109375]]"
98005,exploiter,8,noisy_audit,8192,lucb_fixed,8,1,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[0, 4096, -1.534912109375]]"
98005,exploiter,8,noisy_audit,8192,top_proxy_fixed,8,1,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[0, 4096, -1.534912109375]]"
98005,exploiter,8,noisy_audit,8192,uniform_fixed,8,1,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[6, 4096, -0.80517578125]]"
98005,exploiter,8,noisy_audit,8192,uniform_small,8,8,8192,0.0,0.0,0.0,0.0,budget_exhausted,"[[6, 512, -0.37109375], [6, 512, -1.119140625], [5, 512, -0.306640625], [0, 512, -1.10546875], [3, 512, -0.890625], [2, 512, -0.2421875], [7, 512, -1.1171875], [1, 512, -0.69140625]]"
98005,exploiter,8,noisy_audit,,all_hf_fixed,8,8,65536,0.0,0.0,0.0,0.0,all,"[[0, 4096, -1.534912109375], [1, 4096, -0.598388671875], [2, 4096, -0.344970703125], [3, 4096, -0.953125], [4, 4096, -0.47021484375], [5, 4096, -0.345458984375], [6, 4096, -0.80517578125], [7, 4096, -0.75390625]]"
98005,exploiter,8,noisy_audit,,no_hf,8,0,0,0.0,0.0,0.0,0.0,no_hf_method,[]
98005,exploiter,8,noisy_audit,,proxy_only,0,0,0,-1.4474074493730045,1.4474074493730045,-1.4474074493730045,1.4474074493730045,no_hf_method,[]
98005,exploiter,8,noisy_audit,16384,pivot_kg_menu,8,10,16384,0.0,0.0,0.0,0.0,budget_exhausted,"[[7, 512, -1.1171875], [5, 512, -0.306640625], [6, 512, -0.37109375], [0, 512, -1.10546875], [3, 512, -0.890625], [4, 512, -0.353515625], [1, 512, -0.69140625], [2, 512, -0.2421875], [6, 2048, -0.86181640625], [2, 2048, -0.34228515625]]"
98005,exploiter,8,noisy_audit,16384,pivot_kg_menu_stop,8,8,8192,0.0,0.0,0.0,0.0,selection_probability,"[[7, 512, -1.1171875], [5, 512, -0.306640625], [6, 512, -0.37109375], [0, 512, -1.10546875], [3, 512, -0.890625], [4, 512, -0.353515625], [1, 512, -0.69140625], [2, 512, -0.2421875]]"
98005,exploiter,8,noisy_audit,16384,pivot_kg_fixed,8,2,16384,0.0,0.0,0.0,0.0,budget_exhausted,"[[7, 4096, -0.75390625], [0, 4096, -1.534912109375]]"
98005,exploiter,8,noisy_audit,16384,pivot_kg_menu_unpaired,8,10,16384,0.0,0.0,0.0,0.0,budget_exhausted,"[[7, 512, -0.88671875], [0, 512, -0.90625], [6, 512, -0.244140625], [5, 512, 0.05078125], [5, 512, -0.7421875], [3, 512, -1.18359375], [1, 512, -0.60546875], [4, 512, -0.53125], [6, 2048, -0.7724609375], [2, 2048, -0.408203125]]"
